legacy_triple_index,subject,relation,object,publication_year,evidence_quote,provenance_recovery_status,paper_id,chunk_index,source_title,source_modality,sentence_offset,model_name,prompt_version
303,structured narrative method,APPLIED_TO,authentication mechanisms for microservices,2025,"This review uses a structured narrative method, analyzing recent research and technologies such as JSON Web Tokens (JWT), session-based authentication, Single Sign-On (SSO), passwordless, and biometric approaches.",unique_normalized_exact_quote_match,ad9fe516be3a3683a7f9b6a7cb4026ab493deb8c,0,An In-Depth Review Of Authentication Mechanisms In Microservice Architectures,abstract,,,
304,graph-based microservice performance detection,APPLIED_TO,microservice intrusion detection,2026,This paper asks whether graph-based microservice performance detection can also serve as a foundation for microservice intrusion detection.,unique_normalized_exact_quote_match,5872be65512ef6ea163997ebc7805365296b7ee1,0,Can Graph-Based Microservice Performance Detection Be Used for Microservice Intrusion Detection?,abstract,,,
305,two-layer graph convolutional network,EVALUATES_ON,synthetic e-commerce microservice benchmark,2026,"We deploy a Docker Compose based synthetic e-commerce microservice benchmark... As a first baseline, we train a two-layer graph convolutional network",unmatched_quote,,,,,,,
306,two-layer graph convolutional network,PRODUCES,test accuracy,2026,The model achieves 96.2% test accuracy,unique_normalized_exact_quote_match,5872be65512ef6ea163997ebc7805365296b7ee1,0,Can Graph-Based Microservice Performance Detection Be Used for Microservice Intrusion Detection?,abstract,,,
307,two-layer graph convolutional network,PRODUCES,macro F1,2026,The model achieves 96.2% test accuracy with a macro F1 of 0.955,unique_normalized_exact_quote_match,5872be65512ef6ea163997ebc7805365296b7ee1,0,Can Graph-Based Microservice Performance Detection Be Used for Microservice Intrusion Detection?,abstract,,,
308,trial-level split evaluation,PRODUCES,trace structure alone is insufficient,2026,The stricter trial-level results show that trace structure alone is insufficient,unique_normalized_exact_quote_match,5872be65512ef6ea163997ebc7805365296b7ee1,0,Can Graph-Based Microservice Performance Detection Be Used for Microservice Intrusion Detection?,abstract,,,
309,trial-level split evaluation,PRODUCES,strong flattened baselines currently outperform the shallow graph model on the engineered feature set,2026,The stricter trial-level results show that... strong flattened baselines currently outperform the shallow graph model on the engineered feature set.,unmatched_quote,,,,,,,
310,supervised Out-of-Distribution (OOD) detector,USES,deep neural network,2024,"Using a deep neural network, we learn features and minimize classification errors.",unique_normalized_exact_quote_match,23e6f01ada28decc963360b8032039561247ae8d,0,Supervised Intrusion Detection with Out-of-Distribution Detection for Microservices,abstract,,,
311,supervised Out-of-Distribution (OOD) detector,APPLIED_TO,container command sequences,2024,We propose a supervised Out-of-Distribution (OOD) detector leveraging AI and ML to analyze container command sequences.,unique_normalized_exact_quote_match,23e6f01ada28decc963360b8032039561247ae8d,0,Supervised Intrusion Detection with Out-of-Distribution Detection for Microservices,abstract,,,
312,supervised Out-of-Distribution (OOD) detector,ADDRESSES,attack patterns,2024,Our technique identifies known and unknown attack patterns,unique_normalized_exact_quote_match,23e6f01ada28decc963360b8032039561247ae8d,0,Supervised Intrusion Detection with Out-of-Distribution Detection for Microservices,abstract,,,
313,supervised Out-of-Distribution (OOD) detector,IMPROVES,container security,2024,aiming to enhance container security,unique_normalized_exact_quote_match,23e6f01ada28decc963360b8032039561247ae8d,0,Supervised Intrusion Detection with Out-of-Distribution Detection for Microservices,abstract,,,
314,ImmuCheck,USES,selective immutability,2026,"Our system, ImmuCheck, instead applies selective immutability",unique_normalized_exact_quote_match,1a2d7a592bf53c73a4733c3242727a44625e5145,0,ImmuCheck: Selective Immutability for Container Escape Detection in Containerized Microservices,abstract,,,
315,ImmuCheck,ADDRESSES,container escape attacks,2026,"We introduce a container escape detection approach that breaks this trade-off... Our system, ImmuCheck, instead applies selective immutability",unmatched_quote,,,,,,,
316,ImmuCheck,EVALUATES_ON,12 escape scenarios,2026,We evaluate our approach across 12 escape scenarios spanning five microservices-based applications,unique_normalized_exact_quote_match,1a2d7a592bf53c73a4733c3242727a44625e5145,0,ImmuCheck: Selective Immutability for Container Escape Detection in Containerized Microservices,abstract,,,
317,ImmuCheck,EVALUATES_ON,five microservices-based applications,2026,We evaluate our approach across 12 escape scenarios spanning five microservices-based applications,unique_normalized_exact_quote_match,1a2d7a592bf53c73a4733c3242727a44625e5145,0,ImmuCheck: Selective Immutability for Container Escape Detection in Containerized Microservices,abstract,,,
318,industry rule-based detectors,LACKS,detection coverage,2026,"In contrast, industry rule-based detectors avoid these costs but offer limited detection coverage.",unique_normalized_exact_quote_match,1a2d7a592bf53c73a4733c3242727a44625e5145,0,ImmuCheck: Selective Immutability for Container Escape Detection in Containerized Microservices,abstract,,,
319,predictive posture,APPLIED_TO,cloud-native microservices,2026,This paper distills lessons from moving to a predictive posture in cloud-native environments.,unique_normalized_exact_quote_match,08487f09bd230f5950c7a0b1529a6d4d822c3cc0,0,From Reactive to Predictive: Lessons Learned in Cloud Microservice Security,abstract,,,
320,continuous analysis of telemetry,ADDRESSES,weak signals of misuse,2026,"By continuously analyzing logs, traces, and network flows across services, organizations can flag weak signals of misuse, surface likely attack paths, and act before impact.",unique_normalized_exact_quote_match,08487f09bd230f5950c7a0b1529a6d4d822c3cc0,0,From Reactive to Predictive: Lessons Learned in Cloud Microservice Security,abstract,,,
321,predictive posture,IMPROVES,detection precision,2026,"In practice, this has improved detection precision, shortened response, and exposed zero-day behaviors that signature rules missed—while also reducing alert noise for operators.",unique_normalized_exact_quote_match,08487f09bd230f5950c7a0b1529a6d4d822c3cc0,0,From Reactive to Predictive: Lessons Learned in Cloud Microservice Security,abstract,,,
322,signature rules,LACKS,zero-day behaviors,2026,exposed zero-day behaviors that signature rules missed,unique_normalized_exact_quote_match,08487f09bd230f5950c7a0b1529a6d4d822c3cc0,0,From Reactive to Predictive: Lessons Learned in Cloud Microservice Security,abstract,,,
323,risk-based scoring of service behaviors,APPLIED_TO,cloud-native microservices,2026,"We outline design patterns that proved effective: end-to-end telemetry, risk-based scoring of service behaviors, automated guardrails for high-risk changes, and feedback loops that validate detections against production reality.",unique_normalized_exact_quote_match,08487f09bd230f5950c7a0b1529a6d4d822c3cc0,0,From Reactive to Predictive: Lessons Learned in Cloud Microservice Security,abstract,,,
324,zero-trust security architecture,APPLIED_TO,containerized microservices,2026,This paper presents a comprehensive zero-trust security architecture designed specifically for containerized microservices,unique_normalized_exact_quote_match,db9b65ee4c61621058cad337f28f7adcd1a0423b,0,Zero-Trust Security Architecture for Containerized Microservices in Enterprise Telecommunications Networks,abstract,,,
325,zero-trust security architecture,USES,mutual TLS service mesh encryption,2026,encompassing mutual TLS service mesh encryption,unique_normalized_exact_quote_match,db9b65ee4c61621058cad337f28f7adcd1a0423b,0,Zero-Trust Security Architecture for Containerized Microservices in Enterprise Telecommunications Networks,abstract,,,
326,zero-trust security architecture,USES,Kubernetes network policies,2026,"encompassing mutual TLS service mesh encryption, Kubernetes network policies",unique_normalized_exact_quote_match,db9b65ee4c61621058cad337f28f7adcd1a0423b,0,Zero-Trust Security Architecture for Containerized Microservices in Enterprise Telecommunications Networks,abstract,,,
327,zero-trust security architecture,IMPROVES,attack surface,2026,reduced the attack surface by 78%,unique_normalized_exact_quote_match,db9b65ee4c61621058cad337f28f7adcd1a0423b,0,Zero-Trust Security Architecture for Containerized Microservices in Enterprise Telecommunications Networks,abstract,,,
328,zero-trust security architecture,IMPROVES,mean time to detect security incidents,2026,decreased mean time to detect security incidents from 72 hours to under 4 minutes,unique_normalized_exact_quote_match,db9b65ee4c61621058cad337f28f7adcd1a0423b,0,Zero-Trust Security Architecture for Containerized Microservices in Enterprise Telecommunications Networks,abstract,,,
329,proposed framework,USES,dynamic policy enforcement,2022,This paper proposes a framework for mitigating vulnerabilities in containerized microservices by employing dynamic policy enforcement and automated patching techniques.,unique_normalized_exact_quote_match,b9bc41d91f848e5177eaab14b899071fe095b0ae,0,Runtime Vulnerability Mitigation for Containerized Microservices through Dynamic Policy Enforcement and Automated Patching,abstract,,,
330,proposed framework,USES,automated patching,2022,This paper proposes a framework for mitigating vulnerabilities in containerized microservices by employing dynamic policy enforcement and automated patching techniques.,unique_normalized_exact_quote_match,b9bc41d91f848e5177eaab14b899071fe095b0ae,0,Runtime Vulnerability Mitigation for Containerized Microservices through Dynamic Policy Enforcement and Automated Patching,abstract,,,
331,proposed framework,ADDRESSES,vulnerabilities in containerized microservices,2022,This paper proposes a framework for mitigating vulnerabilities in containerized microservices by employing dynamic policy enforcement and automated patching techniques.,unique_normalized_exact_quote_match,b9bc41d91f848e5177eaab14b899071fe095b0ae,0,Runtime Vulnerability Mitigation for Containerized Microservices through Dynamic Policy Enforcement and Automated Patching,abstract,,,
332,dynamic policy enforcement,COMBINES,automated patching,2022,"Through the combination of dynamic policy enforcement and automated patching, the proposed framework provides a robust solution to protect containerized microservices from emerging threats",unique_normalized_exact_quote_match,b9bc41d91f848e5177eaab14b899071fe095b0ae,0,Runtime Vulnerability Mitigation for Containerized Microservices through Dynamic Policy Enforcement and Automated Patching,abstract,,,
333,dynamic policy enforcement coupled with automated patching,ADDRESSES,runtime vulnerabilities,2022,The results suggest that dynamic policy enforcement coupled with automated patching is an essential strategy for mitigating runtime vulnerabilities in modern containerized environments,unique_normalized_exact_quote_match,b9bc41d91f848e5177eaab14b899071fe095b0ae,0,Runtime Vulnerability Mitigation for Containerized Microservices through Dynamic Policy Enforcement and Automated Patching,abstract,,,
334,"lightweight, preplanned path traversal platform",IMPROVES,privacy protection,2025,We demonstrate experimentally that the platform enhances privacy protection,unique_normalized_exact_quote_match,639adbbe925620afa7594bfd2cf37b6c344f50e3,0,"Access Microservices with Zero-Knowledge, Path Certainty and Distributed Traceability",abstract,,,
335,"lightweight, preplanned path traversal platform",ADDRESSES,privacy concerns,2025,"Our lightweight, preplanned path traversal platform ensures authentication without exposing private data",unique_normalized_exact_quote_match,639adbbe925620afa7594bfd2cf37b6c344f50e3,0,"Access Microservices with Zero-Knowledge, Path Certainty and Distributed Traceability",abstract,,,
336,distributed tracing technologies,LACKS,real-time threat detection,2025,The massive trace data with excessively redundant traces further complicates real-time threat detection,unique_normalized_exact_quote_match,639adbbe925620afa7594bfd2cf37b6c344f50e3,0,"Access Microservices with Zero-Knowledge, Path Certainty and Distributed Traceability",abstract,,,
337,"lightweight, preplanned path traversal platform",APPLIED_TO,microservices-based system,2025,Load testing on a microservices-based system with 750 simultaneous users,unique_normalized_exact_quote_match,639adbbe925620afa7594bfd2cf37b6c344f50e3,0,"Access Microservices with Zero-Knowledge, Path Certainty and Distributed Traceability",abstract,,,
338,"lightweight, preplanned path traversal platform",PRODUCES,accuracy in blocking unauthorized path deviation,2025,achieved (100 %) accuracy in blocking unauthorized path deviation.,unique_normalized_exact_quote_match,639adbbe925620afa7594bfd2cf37b6c344f50e3,0,"Access Microservices with Zero-Knowledge, Path Certainty and Distributed Traceability",abstract,,,
